1531353606925742_1531382366922866,'I am over weight with thyroid.please help',Positive,0.880859
1531353606925742_1531385483589221,'i am a cancer patient and have just completed my chemotherapy sessions three months back..so wat type of diet must be followed and wat kind of food must be avoided.. Are diary products good to be consumed at this stage..',Positive,0.880859
1531353606925742_1531387746922328,'Hi mam \ncan  you  please explain  about diet plan of diabetic person',Positive,0.880859
1531353606925742_1531388143588955,'How many water drink in a day ?',Positive,0.880859
1531353606925742_1531409616920141,'About High blood pressure',Positive,0.880859
1531353606925742_1531417460252690,'I hv liver cyrosis pls advise diet frme',Positive,0.880859
1531353606925742_1531445653583204,'H',Positive,0.880859
1531353606925742_1531604366900666,'Can i ask something about my sickness? are you ready',Positive,0.880859
1531295386931564_1531689536892149,'I am proud',Positive,0.880859
1530621716998931_1530666930327743,'Amazing   very informative',Positive,0.880859
1530621716998931_1530968066964296,'How did we start the chat session? Sky up or anything other means of commuication',Positive,0.880859
1530440920350344_1532212213506548,'More info on  ok? who agrees?',Positive,0.880859
1530440920350344_1539507152777054,'We needs the Apollo hospital in Sierra Leone pls',Positive,0.880859
1528801810514255_1531259280268508,"'Great, apollo chennai'",Positive,0.880859
1528693060525130_1528701103857659,'<* HPP *>\n         <* M *>',Positive,0.880859
1528169553910814_1529396150454821,'Nice',Positive,0.880859
1528740053853764_1528740477187055,'Do bananas make one fat ??',Positive,0.880859
1524120640982372_1526806484047121,'allah hu akbar ...  kaboom ',Positive,0.880859
1524120640982372_1526836577377445,'Eid Mubarak',Positive,0.880859
1524120640982372_1526870364040733,"'Thanks for the wishes. By the way, Did we fixed the security cameras? especially in Chennai branches?'",Positive,0.880859
1524120640982372_1526887754038994,'Happy Eid.',Positive,0.880859
1524120640982372_1526997074028062,'Eid Mubarak',Positive,0.880859
1524120640982372_1527013157359787,'/~/~/~/~/~/~/\n!!!!!!!!\n^^^^^^^^^^^\n\n             ::  ::\n             ::  ::\n             ::  ::\n\n             :: M ::\n             ::  ::\n             :: B ::\n             ::  ::\n             :: R ::\n             ::  ::\n             :: K ::\n\n^^^^^^^^^^^\n/~/~/~/~/~/~/\n!!!!!!!!',Positive,0.880859
1524120640982372_1527094570684979,'same 2 u',Positive,0.880859
1524120640982372_1527108987350204,'  ',Positive,0.880859
1525997244128045_1526245270769909,'posts  about  are why I love   this page',Positive,0.880859
1525164737544629_1525192300875206,'Thnk u for helping us Appllo ',Positive,0.880859
1524251060969330_1524303770964059,'Interesting info thanks this is really great more on  please',Positive,0.880859
1524251060969330_1524631340931302,'You have branch in Bangalore pitapura?',Positive,0.880859
1524021284325641_1524061927654910,'Nice to see Ganapathy sir after a long gap. Regards to him.',Positive,0.880859
1523498777711225_1523653827695720,'loving the   page',Positive,0.880859
1523280844399685_1523334027727700,'Anything  related to this is really important',Positive,0.880859
1523280844399685_1523419591052477,'Congrats',Positive,0.880859
1523280844399685_1523419867719116,'Training Team need to be really appreciated',Positive,0.880859
1523280844399685_1524291684298601,"'Congratulations to all apollo doctors, staff and members.'",Positive,0.880859
1523280844399685_1524321947628908,'Congratulations.',Positive,0.880859
1523280844399685_1524356950958741,"""Congrats Apollo hospital... Specially Dr Sujit choudhury (Delhi Apollo)... U and U'r all madical staff simply just a God...""",Negative,0.998047
1523280844399685_1524410160953420,'Huge charges for pathological and other tests. High operation cost. Apollo authority may please look into. 30.08.2017.',Positive,0.880859
1523072394420530_1523831054344664,'Tremendous',Positive,0.880859
1522327827828320_1523910501003386,'Important Post',Positive,0.880859
1522216867839416_1522298087831294,'congo Sunita Katyal',Positive,0.880859
1522209417840161_1522256997835403,'Apply mosquito net N clean d all housing area....Be clean Be save ',Positive,0.880859
1522209417840161_1524922327568870,'hi thalassmeia better  treatment  & medicine ????',Positive,0.880859
1522209417840161_1525149744212795,'Good message',Positive,0.880859
1522209417840161_1525169064210863,'Need to create  more  green spaces  and  organise anti malaria  and anti zika rallies across  India and create general public awareness',Positive,0.880859
1522209417840161_1525248020869634,'Nice post',Positive,0.880859
1521242491270187_1521432987917804,'Anything  related to this is very important',Positive,0.880859
1521242491270187_1523112314416538,'Very nice',Positive,0.880859
1521242491270187_1524071490987287,'Very nice',Positive,0.880859
1521242491270187_1524839027577200,'Hello',Positive,0.880859
1518786711515765_1519385448122558,"'Sir Wishing  Apollo Team and their family, a very happy and prosperous Ganesh Chaturthi.\n\nRegards,\nDinesh.S\nBangalore.'",Positive,0.880859
1517003068360796_1521448624582907,'Important Info !',Positive,0.880859
1517932754934494_1518392824888487,'Always love everything like this',Positive,0.880859
1517932754934494_1523111271083309,'Health s wealth',Positive,0.880859
1517932754934494_1523426597718443,'Nice',Positive,0.880859
1517932754934494_1523613177699785,'It is not to be possible to like.',Positive,0.880859
1517932754934494_1523873137673789,'I am suffer',Positive,0.880859
1517932754934494_1524017790992657,'Nice',Positive,0.880859
1517932754934494_1524136524314117,'Nice',Positive,0.880859
1517932754934494_1524214674306302,'Hello',Positive,0.880859
1517932754934494_1524304900963946,'N',Positive,0.880859
1517932754934494_1524369024290867,'Nice',Positive,0.880859
1517932754934494_1524470200947416,'Nice',Positive,0.880859
1516997455028024_1517060065021763,'HARI OM PAAJI',Positive,0.880859
1516753748385728_1517900791604357,'Who else loves',Positive,0.880859
1516753748385728_1522196144508155,"'Very poor service at apolo clinic ... New Sama Raod, Vadodara... I personally advice other hospital to consult....'",Positive,0.880859
1515795398481563_1515826171811819,'#TheFreedomChallenge b.false',Positive,0.880859
1515795398481563_1515876195140150,'I guess this answers',Positive,0.880859
1515795398481563_1515932435134526,'WOW',Positive,0.880859
1515795398481563_1516329478428155,'Got all correct :) #TheFreedomChallenge :)',Positive,0.880859
1515795398481563_1516351468425956,' [[STICKER]]',Positive,0.880859
1514934365234333_1514947941899642,'How much was his treatment?',Positive,0.880859
1512412178819885_1513259968735106,'False..',Positive,0.880859
1512410725486697_1513195702074866,'#TheFreedomChallenge FALSE',Positive,0.880859
1512410725486697_1513196205408149,'#TheFreedomChallenge FALSE Apollo Hospitals',Positive,0.880859
1512410725486697_1513198128741290,'#TheFreedomChallenge FALSE Apollo Hospitals\nAravind Vivin\nAstro Vivin Bhaarathy',Positive,0.880859
1512410725486697_1513198972074539,'#Thefreedomchallenge-TRUE',Positive,0.880859
1512410725486697_1513203225407447,"""This one is tricky.. The answer is indeed True. Eating ice cream does not worsens the cold. We may think that ice creams colds the body but it's definitely not so.\n\nThere is simply no reason for you to avoid ice cream when you have a cold. By the same token, there is medical evidence to suggest that eating certain foods or modifying your diet while you have a cold can boost your immune system or alter the course of your upper respiratory tract infection.\n\nThanks for enlightening many with such myth busters.\n\nSo the next time u r down with cold, say big yes to ice creams...holaaaaa.\n\n#thefreedomchallenge""",Negative,0.998047
1512410725486697_1513205312073905,'TRUE',Positive,0.880859
1512410215486748_1513123555415414,'False',Positive,0.880859
1512410215486748_1513126038748499,'False\n#TheFreedomChallenge',Positive,0.880859
1512410215486748_1513133055414464,'False',Positive,0.880859
1512410215486748_1513145588746544,'False\n#TheFreedomChallenge',Positive,0.880859
1512410215486748_1513148278746275,'False',Positive,0.880859
1512410215486748_1513166538744449,'False\n#TheFreedomChallenge',Positive,0.880859
1512410215486748_1513177218743381,'True',Positive,0.880859
1512410215486748_1513192125408557,'#The FreedomChallenge FALSE',Positive,0.880859
1512410215486748_1513203822074054,'False',Positive,0.880859
1512410215486748_1513205435407226,'ANS --> FALSE :)\n\n#TheFreedomChallenge',Positive,0.880859
1512410215486748_1513205565407213,'ANS --> FALSE :) \n\n#TheFreedomChallenge Apollo Hospitals',Positive,0.880859
1512410215486748_1513206042073832,'It is surely false. Eggs are good for heart for unfortunately many think that it is bad. Myth it is.\n\n#thefreedomchallenge',Positive,0.880859
1512410215486748_1513211728739930,'True',Positive,0.880859
1512410215486748_1513239272070509,'True',Positive,0.880859
1512410215486748_1513290328732070,"""False - It's a myth that eggs are bad for your heart\nPerfect poached egg\nEggs can form part of a balanced diet, despite their perceived 'bad' reputation due to their cholesterol content. We reveal the secrets of the perfect poached egg.\n\nEggs do contain some saturated fat, but the butter on your toast or the bacon that may come with your eggs will probably make a more significant contribution to your overall intake.\n\nA boiled, poached or scrambled egg can be a healthy option  just watch out for what you add to them.\n\nAvoid cooking scrambled eggs in butter  use a non-stick pan and add a little unsaturated oil or spread. Swap butter on your toast for unsaturated spread and if you like ketchup with your eggs, remember it's high in sugar and salt.""",Negative,0.998047
1512410215486748_1513296358731467,'#ApolloHospitals #TheFreedomChallenge\nFalse',Positive,0.880859
1512410215486748_1513348888726214,"'False,but too much egg is not good to heart'",Positive,0.880859
1512410215486748_1513359568725146,'False',Positive,0.880859
1512410215486748_1513419038719199,'#ApolloHospitals #TheFreedomChallenge\nFalse join Ananya Mona Sanyal Bhattacharyya Anirban Asoke Kumar Bhattacharjee',Positive,0.880859
1512410215486748_1513450415382728,'#ApolloHospitals #TheFreedomChallenge\nFalse\nApollo Hospitals',Positive,0.880859
1512410215486748_1513524478708655,"'#TheFreedomChallenge Answer : ""False""'",Positive,0.880859
1512410215486748_1513981385329631,'False',Positive,0.880859
1512410215486748_1514101985317571,'Gud fr heart',Positive,0.880859
1512410215486748_1514136891980747,'#THEFreedomchallange false',Positive,0.880859
1512410215486748_1514409465286823,"'It is a good fad.In some particular diseases egg yolks are not good,bt in.general egg is balanced food. If there is no advice from doctor, we can take it.'",Positive,0.880859
1512410215486748_1515313085196461,'False.',Positive,0.880859
1512409448820158_1513059012088535,'False',Positive,0.880859
1512409448820158_1513075535420216,'ANS --> TRUE :)\n\n#TheFreedomChallenge Apollo Hospitals',Positive,0.880859
1512409448820158_1513086162085820,'True\n#TheFreedomChallenge',Positive,0.880859
1512409448820158_1513094725418297,'True',Positive,0.880859
1512409448820158_1513098378751265,'#TheFreedomChallenge. TRUE..',Positive,0.880859
1512409448820158_1513133692081067,'True.                                               #The Freedom Challenge',Positive,0.880859
1512409448820158_1513207598740343,"'Yes ...diabetic people can consume sugar in moderate level...have tried this personally. Earlier, people with diabetes were told to completely avoid sugar. Many thought that eating sugar would raise blood glucose levels very high.\n\nBut Research around this issue has shown that while the type of carbohydrate can affect how quickly blood glucose levels rise, the total amount of carbohydrate you eat affects blood glucose levels more than the type. Now experts agree that you can substitute small amounts of sugar for other carbohydrate containing foods into your meal plan and still keep your blood glucose levels on track.\n\n#thefreedomchallenge'",Positive,0.880859
1512409448820158_1513261775401592,'False ..',Positive,0.880859
1512409448820158_1513293352065101,"'True -  sugar does not raise blood sugar levels any more than starches do. This means you can eat sugary foods (cookies, cakes, pies, and candy) as long as you count them as part of your total carbohydrate intake. Keep in mind that foods high in sugar are often high in fat and calories, and if eaten in excess might elevate sugar and triglyceride levels, and can lead to weight gain.'",Positive,0.880859
1512409448820158_1513295792064857,'#ApolloHospitals #TheFreedomChallenge\nTrue',Positive,0.880859
1512409448820158_1513360595391710,'True',Positive,0.880859
1512409448820158_1513419962052440,'True\n#TheFreedomChallenge',Positive,0.880859
1512409448820158_1513564152038021,'False',Positive,0.880859
1512409448820158_1514162501978186,'True in measured amounts per day quota',Positive,0.880859
1512409448820158_1514181011976335,'True',Positive,0.880859
1512409448820158_1515813615146408,'true',Positive,0.880859
1512176615510108_1512247152169721,"""#TheFreedomChallenge\nI'm addicted to smartphone& step regarding this is I don't Charge my phone More than 30%, so that I can control myself.""",Negative,0.998047
1512176615510108_1512247288836374,"""Addicted to caffeine,From Bed Tea/Coffee to late night coffee/Tea\nI'm trying to have warm milk,green tea instead of tea #TheFreedomChallenge""",Negative,0.998047
1511288415598928_1511525252241911,'I wish everyone celebrating a very Happy 71st Independence Day of India.\n\nJai Hind.',Positive,0.880859
1510398099021293_1510753425652427,'Nice',Positive,0.880859
1510398099021293_1513101575417612,'WOW',Positive,0.880859
1510319072362529_1510330029028100,'HPP 71th IP D',Positive,0.880859
1509565262437910_1509711955756574,' [[STICKER]]',Positive,0.880859
1509565262437910_1509814912412945,' [[STICKER]]',Positive,0.880859
1509556635772106_1513101798750923,'GREAT',Positive,0.880859
1509399902454446_1509427192451717,'nice',Positive,0.880859
1509365492457887_1509367512457685,'Sme to u....hospital authority ',Positive,0.880859
1509365492457887_1509372332457203,'Happy Janmashtmi',Positive,0.880859
1509365492457887_1509429802451456,'thank u n happy janmastami to all',Positive,0.880859
1509365492457887_1509522899108813,'Thank u sir',Positive,0.880859
1509365492457887_1509590935768676,'I wish everyone celebrating a very Happy and Blessed Krishna Janmashtami 2017.',Positive,0.880859
1509365492457887_1509630505764719,'Its ok',Positive,0.880859
1507758755951894_1508408705886899,'Thanks !',Positive,0.880859
1507582719302831_1507653352629101,'WELL AHEAD ;;APO',Positive,0.880859
1506589099402193_1506644476063322,'IMO stuff about  is fab who agrees?',Positive,0.880859
1505787752815661_1505904619470641,'Apollo',Positive,0.880859
1524105837650519_1524959704231799,'But i like Italo Linfante',Positive,0.880859
1524105837650519_1525875300806906,'Any latest technique in Tricuspid valve in re replacement used/performed',Positive,0.880859
1504904686237301_1513044275423342,'Good morning  nenu staff  g n m nursing',Positive,0.880859
1504148619646241_1504152892979147,'Want to loose my tummy instantly where I can.meet t Dr.',Positive,0.880859
1502945243099912_1503009503093486,"""Is there anyone even attending calls at Apollo??? I'm trying ur Children's Hospital no. 28298282, ur centralised no. 28296339 for the past one hour. NO ONE IS PICKING UP! Seriously?!!? (from Chennai)""",Negative,0.998047
1501941459866957_1501944726533297,'Good morning my Apollo friends',Positive,0.880859
1500178656709904_1500317510029352,'Anything  about    is so important',Positive,0.880859
1499486200112483_1500921889968914,'Always love everything  related to',Positive,0.880859
1499196043474832_1500153916712378,'Nice',Positive,0.880859
1499196043474832_1500488413345595,'Hlo',Positive,0.880859
1499196043474832_1501081433286293,'Thanks  for the post',Positive,0.880859
1499196043474832_1501192226608547,'Thanks',Positive,0.880859
1498512910209812_1498523386875431,'Congratulations team Apollo hospitals.',Positive,0.880859
1498512910209812_1500154126712357,'Nice',Positive,0.880859
1497652873629149_1497731383621298,'Natarajasivan Deivarajan',Positive,0.880859
1497652873629149_1513522192042217,'Could i have an idea how much would be the cost for regeneration..',Positive,0.880859
1496655840395519_1497021653692271,'Good facilitated hospital',Positive,0.880859
1494250810636022_1495439053850531,'who else gets  ?',Positive,0.880859
1494200680641035_1496204540440649,'nice',Positive,0.880859
1494200680641035_1499588316768938,"""I'm From Bangladesh !\nMy Brother's Liver Has Been Stone.  Plz Kind Your Imformation For How Much It Cost This Hospital?  It's Urgent.""",Negative,0.998047
1493326067395163_1493415437386226,'join the grope',Positive,0.880859
1493326067395163_1497629950298108,'would like to know cost details for both knee',Positive,0.880859
1491337664260670_1491530384241398,"'The Out let of Apollo Pharmacy Aranghata,Nadia,West Bengal-741501,harass local retail customer for Rs.10/- And Rs.5/- Coin,The out -let staff told it their management decision,is it true?'",Positive,0.880859
1490281864366250_1496773660383737,'Good',Positive,0.880859
1488057954588641_1488094817918288,'May all be blessed with future plans also.',Positive,0.880859
1488057954588641_1488222411238862,'Is there any treatment for kidney failure patient',Positive,0.880859
1487020761359027_1487217708005999,'who else loves',Positive,0.880859
1485944051466698_1486350504759386,'Thanks  for the info',Positive,0.880859
1484986974895739_1485255258202244,'nice',Positive,0.880859
1483946394999797_1484067858320984,'Gud job',Positive,0.880859
1483946394999797_1496741000387003,'Congratulations teams',Positive,0.880859
1483946394999797_1496762747051495,'Thanks God. Get well soon baby',Positive,0.880859
1483946394999797_1496805763713860,'A big success....',Positive,0.880859
1483946394999797_1496850680376035,'Amen',Positive,0.880859
1483946394999797_1497005027027267,'BahutSunderSir Good Night',Positive,0.880859
1483946394999797_1497057703688666,'God is great  supurb job doctors get well soon dear god bless you always',Positive,0.880859
1483946394999797_1497061063688330,'Good job.',Positive,0.880859
1483946394999797_1497154590345644,'Good work',Positive,0.880859
1483946394999797_1497170170344086,'Great success',Positive,0.880859
1483920735002363_1484326891628414,'nice',Positive,0.880859
1483920735002363_1485270554867381,'Hi is there any other treatment or dialyssis patients...like kidney chip',Positive,0.880859
1483075095086927_1483258825068554,'B',Positive,0.880859
1483075095086927_1483341851726918,'B',Positive,0.880859
1483075095086927_1483396528388117,'B',Positive,0.880859
1483075095086927_1483598505034586,'B',Positive,0.880859
1483075095086927_1483710078356762,'B',Positive,0.880859
1483075095086927_1483846481676455,'B',Positive,0.880859
1483075095086927_1484022291658874,'B',Positive,0.880859
1483075095086927_1485255398202230,'B',Positive,0.880859
1483075095086927_1486106718117098,'Looks like left and right part of hip gurdle with thigh bone ... May be just a guess. And indeed as said B bone at ball joint is degenerative',Positive,0.880859
1482844768443293_1482861688441601,'Who else loves',Positive,0.880859
1482844768443293_1482932018434568,'Is there any new treatment fir dialysis patient.tooo...',Positive,0.880859
1482844768443293_1483845958343174,'I am on my way.',Positive,0.880859
1480071112053992_1480074052053698,"'I want to know some more details about this treatment..like cost & etc, and is this treatment available in kolkata??'",Positive,0.880859
1486834128044357_1487287907998979,'nice',Positive,0.880859
1479207188807051_1481133371947766,'I always love everything about',Positive,0.880859
1479207188807051_1496775547050215,' ',Positive,0.880859
1479207188807051_1496795410381562,'Nice one',Positive,0.880859
1479207188807051_1497011220359981,'##Fab##',Positive,0.880859
1479207188807051_1497097537018016,'Fantastic',Positive,0.880859
1477876258940144_1482537065140730,'Planets biggest  fan right here',Positive,0.880859
1477876258940144_1487098561351247,'   \n\n#ADD_ME \n                         #FOLLOW_Me ',Positive,0.880859
1477876258940144_1488338737893896,'Jai Mata di',Positive,0.880859
1477875138940256_1478488802212223,'CAG       ?',Positive,0.880859
1477875138940256_1478946202166483,'Yes',Positive,0.880859
1477931725601264_1478385685555868,'This Will really gonna help',Positive,0.880859
1477931725601264_1486750788052691,'Super',Positive,0.880859
1477931725601264_1486811288046641,'Very good initiative.',Positive,0.880859
1477931725601264_1487164231344680,'Very nice',Positive,0.880859
1477931725601264_1487739684620468,'Wonderful initiative ',Positive,0.880859
1477931725601264_1487757937951976,' [[STICKER]]',Positive,0.880859
1477931725601264_1487815327946237,'What will be cost and delivery system.',Positive,0.880859
1477931725601264_1487893011271802,'Nice',Positive,0.880859
1477931725601264_1488171254577311,'Great',Positive,0.880859
1477931725601264_1489076154486821,'Wonderful initiative',Positive,0.880859
1477931725601264_1489841167743653,'Good initation',Positive,0.880859
1477931725601264_1490077487720021,'Sera',Positive,0.880859
1477931725601264_1490424667685303,'Very nice',Positive,0.880859
1477931725601264_1490942634300173,'Great',Positive,0.880859
1476158575778579_1477846665609770,'Md Khaled Hussain',Positive,0.880859
1474905885903848_1475381949189575,"'Sharing one of the experience today in your clinic-\nMy son was having stomach ache , so got consulted by Dr. Merina. After 3 hours, my son suddenly had tilted pelvis so had to rush back to clinic again.\nDr. Merina had left already and there was some other paediatrician Dr. Sandesh. I was informed that I will have to pay the consultation fees once again. This was new to me and i denied initially. So the receptionist called Dr. Merina for oral consultation but didnt help as issue appeared bit critical. It seemed that doctor Sandesh denied to look at my son upon requesting by Dr. Merina. Finally Dr. Merina had to travel again to clinic and she satisfactorily resolved my issue. I am thankful to her.\nI finally want to raise a question here- Is it that the clinics are set up mere as a business?? With no logic being applied and a doctor denying to look at the patient without being paid separately, though i paid consultation just 3 hours back for same issue???'",Positive,0.880859
1472870086107428_1472873549440415,'Ok',Positive,0.880859
1472870086107428_1473490806045356,"""This is my first visit to the much acclaimed Apollo. I had my friend admitted in the emergency ward, doctor expects it to be malaria. I'm yet to see a hospital treating its patients so casually. The only receptionist is chatting away with her friends, the place is infested with mosquitoes (hilarious since my friend has malaria). Not a single person we can plead our helplessness to. This is pathetic and highly unethical from an institution supposed to save lives.""",Negative,0.998047
1471436586250778_1472267222834381,'Accident me facture ke liye',Positive,0.880859
1491328904261546_1492233570837746,'Great !!',Positive,0.880859
1491328904261546_1520089911385445,'Sumit Kumar \nRm Kmr',Positive,0.880859
1471435832917520_1472261516168285,'Facture ke liye',Positive,0.880859
1469740583087045_1469744949753275,'Ok',Positive,0.880859
1469740583087045_1471427852918318,'     ?       ?        ?   . \n _ 9949545947',Positive,0.880859
1468935409834229_1471428212918282,'     ?       ?        ?   . \n _ 9949545947',Positive,0.880859
1465409633520140_1467945356599901,'Please let the world get involved! This is great info.',Positive,0.880859
1465409633520140_1468585846535852,"'hello\n good day\nthis  is sudan kolar  age 65 from Bangalore  Karnataka india  have a wife and one daughter with grand daughter too\nnow i  want donate  all my organ,s  free NOT FOR SALE  who need  how can i move this \nregards\nsudan kolar\n91 7548833215/8508095535\nE MAIL sudan@commodityholding.com'",Positive,0.880859
1465391510188619_1466316696762767,'Ya yes',Positive,0.880859
1465391510188619_1466403266754110,'Happy doctors day ',Positive,0.880859
1465391510188619_1466430910084679,"""HAPPY DOCTOR'S DAY""",Negative,0.998047
1465391510188619_1466529280074842,"""Wishing Apollo Team Happy Doctor's Day.........""",Negative,0.998047
1465391510188619_1466530486741388,"'Happy Doctor,s day'",Positive,0.880859
1465391510188619_1466588706735566,'happy doctors day',Positive,0.880859
1465391510188619_1466634163397687,"""HAPPY DOCTOR'S DAY""",Negative,0.998047
1465391510188619_1466907590037011,"""Wish Appolo team Happy Doctor's Day.""",Negative,0.998047
1465391510188619_1466937913367312,'doctors yellam goddddd',Positive,0.880859
1465391510188619_1466992343361869,'Happy doctors day',Positive,0.880859
1465391510188619_1466994083361695,'HAppy doctors  day',Positive,0.880859
1465391510188619_1467022050025565,'',Positive,0.880859
1465391510188619_1467022233358880,'',Positive,0.880859
1465391510188619_1467059783355125,'yea happy doctors day...',Positive,0.880859
1465391510188619_1467524099975360,'HAPPY DOCTORS DAU',Positive,0.880859
1465389066855530_1465395223521581,'Can disease like ankolysing spondylitis treated with this therapy?',Positive,0.880859
1464161060311664_1464387820288988,'Ok',Positive,0.880859
1464161060311664_1464391030288667,"'I have got the same pain in my knee, can you suggest me what shall I do?'",Positive,0.880859
1462906227103814_1462915040436266,'Ok',Positive,0.880859
1460298294031274_1460357030692067,'Yes',Positive,0.880859
1460298294031274_1460372730690497,'!   \nEID MUBARAK\n~~',Positive,0.880859
1460298294031274_1460375910690179,'Eid Mubarak to all',Positive,0.880859
1460298294031274_1460376017356835,'Thank you',Positive,0.880859
1460298294031274_1460376107356826,"'I wish everyone celebrating a very happy, peaceful and blessed Eid Al-Fitr 2017.'",Positive,0.880859
1458712980856472_1464277470300023,'Stay Blessed A Lot',Positive,0.880859
1458712980856472_1464277696966667,'All stay blessed a lot',Positive,0.880859
1458712980856472_1464410976953339,'Good night all my friends',Positive,0.880859
1458712980856472_1465134106881026,"'Verry Good , ,?'",Positive,0.880859
1458018954259208_1458069764254127,'Can I get this treatment in dhaka apollo hospital?',Positive,0.880859
1456674357727001_1456682954392808,'Ya yes',Positive,0.880859
1456674357727001_1457498997644537,'Super',Positive,0.880859
